Clasificación,ID,Nombre,NIT,,
INSTITUCIONES DESCENTRALIZADAS,92469,CDE CENTRO ESCOLAR CANTON SITIO DEL NIÑO,5151402971068,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,93617,CDE CENTRO ESCOLAR CANTON TAJCUILUJLAN,3081012141018,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54082,CDE CENTRO ESCOLAR CANTON TECOLUCO ARRIBA,7102908971011,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,52259,CDE CENTRO ESCOLAR CANTON TUTULTEPEQUE,6062908971016,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54786,CDE CENTRO ESCOLAR CANTON VERACRUZ,6180402991011,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54083,CDE CENTRO ESCOLAR CAPITAN GENERAL GERARDO BARRIOS,12022102971018,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54787,CDE CENTRO ESCOLAR CAPITAN GENERAL GERARDO BARRIOS,2022102971028,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,91017,CDE CENTRO ESCOLAR CAS EL ALTO DEL AGUACATE,13032710141019,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92470,CDE CENTRO ESCOLAR CAS EL ZUNGANO CANTON LOS ABELINES,13092710141143,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,91018,CDE CENTRO ESCOLAR CASERIO CANTON LAS TERMOPILAS,5051011141015,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,91019,CDE CENTRO ESCOLAR CASERIO COMUNIDAD TECPAN CANTON SITIO DEL NIÑO,5150711141030,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92016,CDE CENTRO ESCOLAR CASERIO DOS DE MAYO CANTON LA LABOR,5072210141030,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,91020,CDE CENTRO ESCOLAR CASERIO EL CAMBIO CANTON CHANMICO,5151812141011,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,51943,CDE CENTRO ESCOLAR CASERIO EL COYOLITO CANTON QUITASOL,6142102972040,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,93151,CDE CENTRO ESCOLAR CASERIO EL MARTILLO CANTON SAN JOSE,11082310141010,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92200,CDE CENTRO ESCOLAR CASERIO EL MIRADOR CANTON EL ANGEL,5150711141014,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,91368,CDE CENTRO ESCOLAR CASERIO EL MOJON CANTON LA FLOR,6132710141016,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,50470,CDE CENTRO ESCOLAR CASERIO EL MORRAL CANTON SAN RAFAEL,5092102971035,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92201,CDE CENTRO ESCOLAR CASERIO EL PITAL CANTON ENTRE RIOS,5030711141027,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92471,CDE CENTRO ESCOLAR CASERIO EL TEMPISQUE CANTON TIERRA BLANCA,8212210141010,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92202,CDE CENTRO ESCOLAR CASERIO HERMOSA PROVINCIA CANTON LOURDES,5030711141019,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92472,CDE CENTRO ESCOLAR CASERIO LA LUCHITA,8212802971059,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92017,CDE CENTRO ESCOLAR CASERIO LAS ARBOLEDAS CANTON LOURDES,5032210141011,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92745,CDE CENTRO ESCOLAR CASERIO LOS FRAILES CANTON SITIO VIEJO,9031402971059,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92473,CDE CENTRO ESCOLAR CASERIO LOS MARRANITOS CANTON AZACUALPA,8213107141041,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54788,CDE CENTRO ESCOLAR CASERIO LOS TRONCOS CANTON SANTA ROSA,4162102971064,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,93744,CDE CENTRO ESCOLAR CASERIO MENDEZ,6140703971243,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,93152,CDE CENTRO ESCOLAR CASERIO NUEVA ESPERANZA CTON ZAMORANO,11082810141156,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55392,CDE CENTRO ESCOLAR CASERIO SAN FIDEL CANTON BANADERO,9020103991017,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,61765,CDE CENTRO ESCOLAR CASERIO SANTO TOMAS,8050402991018,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,91021,CDE CENTRO ESCOLAR CASERIO VILLA LA ESPERANZA CANTON CHANMICO,5152611141036,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92199,CDE CENTRO ESCOLAR CAS SANTA LUCIA,12171403971027,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53612,CDE CENTRO ESCOLAR CASTO VALLADARES,5151402971076,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,51944,CDE CENTRO ESCOLAR CATARINO DE JESUS ORTIZ,8212102971015,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,50782,CDE CENTRO ESCOLAR CATOLICO SAN LORENZO,2100411021019,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,48664,CDE CENTRO ESCOLAR CEFERINO ALBERTO OSEGUEDA,11232802971052,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54789,CDE CENTRO ESCOLAR CENTRO AMERICA,14162102971020,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,94701,CDE CENTRO ESCOLAR CENTRO AMERICA,9052102971011,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,81032,CDE CENTRO ESCOLAR CESAR GUZMAN,6080703971011,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53613,CDE CENTRO ESCOLAR CHARLAIX,12061006991011,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55393,CDE CENTRO ESCOLAR CIRILO ANTONIO QUINTANILLA VARGAS,12010703971017,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,52528,CDE CENTRO ESCOLAR CIUDAD CREDISA,6173006991029,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,81948,CDE CENTRO ESCOLAR CIUDAD JARDIN,12172102971150,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92474,CDE CENTRO ESCOLAR CIUDAD JARDIN NO 3,12171402971120,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54084,CDE CENTRO ESCOLAR CIUDAD MARTELL REPUBLICA DE FRANCIA,12172802971142,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,68342,CDE CENTRO ESCOLAR CLAUDIA LARS,8212802971040,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,64807,CDE CENTRO ESCOLAR CLUB DE LEONES,14080703971020,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54087,CDE CENTRO ESCOLAR COLONIA 22 DE ABRIL,6172102971059,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,84903,CDE CENTRO ESCOLAR COLONIA ALVARADO,6142802971428,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,61019,CDE CENTRO ESCOLAR COLONIA BUENA VISTA,14041402971038,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53615,CDE CENTRO ESCOLAR COLONIA CARRILLO CANTON PAPALON,12172802971150,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54085,CDE CENTRO ESCOLAR COLONIA CHAPARRASTIQUE SAN MIGUEL,12170503991029,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,91827,CDE CENTRO ESCOLAR COLONIA EL BOSQUE CANTON SANTA LUCIA,5022212141013,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92475,CDE CENTRO ESCOLAR COLONIA EL CARMEN DEL CANTON ESPINO ABAJO,8212102971023,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53616,CDE CENTRO ESCOLAR COLONIA EL COCAL,12172802971169,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,84904,CDE CENTRO ESCOLAR COLONIA EL COCO,5050311001014,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,61020,CDE CENTRO ESCOLAR COLONIA EL MILAGRO,6122102971027,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54086,CDE CENTRO ESCOLAR COLONIA EL NARANJO,11231402971057,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,73451,CDE CENTRO ESCOLAR COLONIA LA CARMENZA,12172102971044,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,48408,CDE CENTRO ESCOLAR COLONIA LAS BRISAS,4162102971056,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,74677,CDE CENTRO ESCOLAR COLONIA LAS BRISAS,6172802971025,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,52529,CDE CENTRO ESCOLAR COLONIA LAS CAÑAS,6020310971017,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,85374,CDE CENTRO ESCOLAR COLONIA LAS MORITAS CANTON LAS MORAS,5032802971041,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53619,CDE CENTRO ESCOLAR COLONIAL RIO GRANDE,12171811021010,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53617,CDE CENTRO ESCOLAR COLONIA MANOA,12172102971206,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,48409,CDE CENTRO ESCOLAR COLONIA SAN ANTONIO,6123005971019,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,51217,CDE CENTRO ESCOLAR COLONIA SAN FELIPE,6072802971012,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53618,CDE CENTRO ESCOLAR COLONIA SAN FRANCISCO,12170801981036,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,61021,CDE CENTRO ESCOLAR COLONIA SAN MARTIN DE PORRES,6131403971013,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,48410,CDE CENTRO ESCOLAR COLONIA SAN RAFAEL,6172102971075,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,47807,CDE CENTRO ESCOLAR COLONIA SAN SIMON,6081403971016,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54434,CDE CENTRO ESCOLAR COLONIAS UNIDAS,12172102971192,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,51945,CDE CENTRO ESCOLAR COLONIA VERACRUZ CANTON SANBARTOLO,6072802971020,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,50471,CDE CENTRO ESCOLAR COLONIA VILLA ALEGRE,6172802971084,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53614,CDE CENTRO ESCOLAR COL SAN JOSE,12172102971062,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,65276,CDE CENTRO ESCOLAR COMUNIDAD 10 DE OCTUBRE,6121402971049,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,93745,CDE CENTRO ESCOLAR COMUNIDAD AARON JOAQUIN CANTON LA PALMA,6131710141010,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,93153,CDE CENTRO ESCOLAR COMUNIDAD NUEVA CRUZADILLA DE SAN JUAN,11082810141130,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,91022,CDE CENTRO ESCOLAR COMUNIDAD PLANES DE MARIONA CANTON SAN LUIS MARIONA,6041408131014,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55992,CDE CENTRO ESCOLAR COMUNIDAD SAN FRANCISCO HACIENDA ZAPOTITAN,5022802971054,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,47808,CDE CENTRO ESCOLAR CONCEPCION QUEZALTEPEQUE,6142302011037,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,52260,CDE CENTRO ESCOLAR CORONEL FRANCISCO LINARES,6141402971112,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92203,CDE CENTRO ESCOLAR CR CEGA CT TALCOMUNCA,3062310141077,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55063,CDE CENTRO ESCOLAR CR EL BEJUCO,2100111971082,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92018,CDE CENTRO ESCOLAR CR EL MACHO CT LOS ZELAYA,12181211141018,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,91601,CDE CENTRO ESCOLAR CR EL PALMAR,3042711131014,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92746,CDE CENTRO ESCOLAR CR HDA SIHUANANGO CT SANTA EMILIA,3152310141025,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,73685,CDE CENTRO ESCOLAR CRIO ROSARIO CEREN CANTON JOYA DE CEREN,6141403971159,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55064,CDE CENTRO ESCOLAR CRISTOBAL COLON,3092802971012,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,5980,CDE CENTRO ESCOLAR CR LOS ZAPES CT CHORRO ARRIBA,3062310141018,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92747,CDE CENTRO ESCOLAR CR LOTIF BUENOS AIRES 1 CT LOMA DL MUERTO,3152310141084,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92748,CDE CENTRO ESCOLAR CR LOTIF BUENOS AIRES 2 CT LOMA DEL MUERTO,3151606151011,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,93746,CDE CENTRO ESCOLAR CR SAN CRISTOBVAL CT MIRAVALLES,3152611141012,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,88628,CDE CENTRO ESCOLAR CR SANTA ADELAIDA CT EL MATAZANO,5042205981023,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,85636,CDE CENTRO ESCOLAR CR SANTA CRISTINA CT EL PUENTE,5122205981027,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,93154,CDE CENTRO ESCOLAR CR STA CRUZ TAZULA CT CHIQUIHUAT,3150206981027,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55702,CDE CENTRO ESCOLAR CT HACIENDA NUEVA,11041402971010,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,84905,CDE CENTRO ESCOLAR CT LAS MORAS,5032802971025,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55394,CDE CENTRO ESCOLAR CT LLANO ALEGRE OSICALA,13151802971013,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55395,CDE CENTRO ESCOLAR CT MOROPALA,6,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55993,CDE CENTRO ESCOLAR CT OJO DE AGUA,11230509971010,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53620,CDE CENTRO ESCOLAR CTON PRIMAVERA,12070801981015,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,93747,CDE CENTRO ESCOLAR CT POTRERILLOS,6161408131036,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92749,CDE CENTRO ESCOLAR CT QUEBRADA ESPAÑOLA,3062310141069,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,91602,CDE CENTRO ESCOLAR CT SABANA DE SAN JUAN NAHUIZALCO,6140406981094,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55396,CDE CENTRO ESCOLAR CT SAN JOSE GUALOSO,12172201971013,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,89357,CDE CENTRO ESCOLAR CT TIERRA BLANCA,8212408011015,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,51946,CDE CENTRO ESCOLAR CUSCATLAN,8190402991022,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,75061,CDE CENTRO ESCOLAR DANIEL HERNANDEZ,5110703971049,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53621,CDE CENTRO ESCOLAR DAVID J GUZMAN,12061402971015,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55397,CDE CENTRO ESCOLAR DE AGUA CALIENTE,4012102971046,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54088,CDE CENTRO ESCOLAR DE ANAMOROS,14010402991010,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,70463,CDE CENTRO ESCOLAR DE ARAMBALA,12170703971022,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54435,CDE CENTRO ESCOLAR DE CHINAMECA,12050703971019,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92476,CDE CENTRO ESCOLAR DE CINQUERA,9012104981012,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,89156,CDE CENTRO ESCOLAR DE CIUDAD ARCE,5022102971037,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54790,CDE CENTRO ESCOLAR DE EREGUAYQUIN,11060703971010,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53622,CDE CENTRO ESCOLAR DE HUIZUCAR,5060111971014,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,52261,CDE CENTRO ESCOLAR DE JUAYUA,3072802971017,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,49885,CDE CENTRO ESCOLAR DE JUCUAPA,11081402971018,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,84906,CDE CENTRO ESCOLAR DE LA COLONIA LA PONDEROSA,6141403971183,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,84352,CDE CENTRO ESCOLAR DE LA COLONIA SANTA MARTA,3152802971058,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55398,CDE CENTRO ESCOLAR DE LOLOTIQUILLO,13132802971039,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,74180,CDE CENTRO ESCOLAR DE MERCEDES UMAÑA,11112103971017,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55065,CDE CENTRO ESCOLAR DE NOMBRE DE JESUS,4152102971018,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53623,CDE CENTRO ESCOLAR DE NUEVA GUADALUPE,12100702971012,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53624,CDE CENTRO ESCOLAR DE OZATLAN,11132102971014,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55066,CDE CENTRO ESCOLAR DE POTONICO,4190203011014,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,46621,CDE CENTRO ESCOLAR DE QUEZALTEPEQUE,5122102971023,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54791,CDE CENTRO ESCOLAR DE SAN AGUSTIN,11152102971015,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54792,CDE CENTRO ESCOLAR DE SAN BUENAVENTURA,11160702971011,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54436,CDE CENTRO ESCOLAR DE SAN ISIDRO,9052103011011,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,51947,CDE CENTRO ESCOLAR DE SANTA CLARA,10040702971016,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,57224,CDE CENTROESCOLAR DE SANTA ELENA,11182102971038,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,72825,CDE CENTRO ESCOLAR DE TEPECOYO,5211403971013,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,75062,CDE CENTRO ESCOLAR DE YAYANTIQUE,14172802971026,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54793,CDE CENTRO ESCOLAR DOCTOR ADRIAN GARCIA,10062802971013,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54437,CDE CENTRO ESCOLAR DOCTOR ALONSO REYES GUERRA,11022901971019,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,65943,CDE CENTRO ESCOLAR DOCTOR ANTONIO DIAZ,6160806781019,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,83562,CDE CENTRO ESCOLAR DOCTOR ARTURO ROMERO,6032802971010,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55399,CDE CENTRO ESCOLAR DOCTOR ARTURO ROMERO,13030110981010,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53625,CDE CENTRO ESCOLAR DOCTOR ARTURO ROSALES,11131402971010,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54794,CDE CENTRO ESCOLAR DOCTOR DOROTEO VASCONCELOS,6032407011016,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54795,CDE CENTRO ESCOLAR DOCTOR ESTEBAN CASTRO,10052102971017,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,64808,CDE CENTRO ESCOLAR DOCTOR EUSEBIO CORDONCEA,6142802971657,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54438,CDE CENTRO ESCOLAR DOCTOR HUGO LINDO,14080111971087,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54796,CDE CENTRO ESCOLAR DOCTOR IRENEO CHACON,9072102971012,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54439,CDE CENTRO ESCOLAR DOCTOR JOAQUIN JULE GALVEZ,8190111971016,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54797,CDE CENTRO ESCOLAR DOCTOR JOSE CIRO BRITO,3082102971016,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53626,CDE CENTRO ESCOLAR DOCTOR MANUEL QUIJANO HERNANDEZ J/SESORI,12192102971010,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54089,CDE CENTRO ESCOLAR DOCTOR ORLANDO DE SOLA,6192507011010,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54090,CDE CENTRO ESCOLAR DOCTOR RAFAEL SEVERO LOPEZ,12051603011014,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54798,CDE CENTRO ESCOLAR DOCTOR SALVADOR MENDIETA,5140703971010,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,76113,CDE CENTRO ESCOLAR DOCTOR VICTORINO AYALA,8012802971017,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,53627,CDE CENTRO ESCOLAR DOLORES C RETES,12171503991025,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,52530,CDE CENTRO ESCOLAR DOLORES SOUZA,12172809971053,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,50783,CDE CENTRO ESCOLAR DOMINGO FAUSTINO SARMIENTO,6122102971019,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54799,CDE CENTRO ESCOLAR DOMINGO SANTOS,10082102971013,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55067,CDE CENTRO ESCOLAR DORCTOR DARIO GONZALEZ,6141402971350,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92477,CDE CENTRO ESCOLAR DR ANDRES GONZALEZ FUNES,7102802971020,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,51948,CDE CENTRO ESCOLAR DR DARIO GONZALEZ,10102103971018,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,55400,CDE CENTRO ESCOLAR DR DAVID TURCIOS,13042802971013,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54800,CDE CENTRO ESCOLAR DR EDUARDO ENRIQUE BARRIENTOS,6140606971115,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,82476,CDE CENTRO ESCOLAR DR FRANCISCO ANTONIO LIMA,5072102971018,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54091,CDE CENTRO ESCOLAR DR HUMBERTO QUINTERO,6140111971216,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54440,CDE CENTRO ESCOLAR DR HUMBERTO ROMERO ALBERGUE,3162102971010,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,92939,CDE CENTRO ESCOLAR DR JOSE ANTONIO RODRIGUEZ PORTH,6142103971145,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54441,CDE CENTRO ESCOLAR DR MANUEL CASTRO RAMIREZ CANTON SAN PEDRO ARENALES,12051402971028,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,51949,CDE CENTRO ESCOLAR DR RAMON ROSA,13230703971029,3,MINISTERIO DE EDUCACION
INSTITUCIONES DESCENTRALIZADAS,54801,CDE CENTRO ESCOLAR DR SALVADOR AYALA,6142102971168,3,MINISTERIO DE EDUCACION
